Atot,Qex,L,wMax,wMin
1312361.69341444,0.0476641303464264,3352.80212276035,494.019554580781,288.825149856457
840952.527037823,0.0587045528011894,2154.38114326074,498.596387184428,282.094188082128
217886.683903835,0.0326581173848188,666.415694081685,433.397054787423,220.509165725829
99648.5299516283,0.0127278435025269,867.063717527138,122.472700363402,107.380141907119
1015350.2732753,0.0519622205299476,2252.44295755576,561.245578947561,340.309126239831
671756.662280856,0.0568070414399327,2638.17138929851,344.251448114541,165.007855512034
501148.516818638,0.0704452456137551,2043.66847844325,339.029599605336,151.410530097485
347012.621286593,0.0426952652871125,1756.45736699819,244.913774859155,150.214086262397
1039532.63257852,0.0625262038942044,3355.70072837131,433.730586294407,185.831595630595
126785.258753384,0.0817140662873183,985.096635566761,183.45792004918,73.9488239712985
718541.21219664,0.0514005285663608,1584.38858586867,576.473478812935,330.553015325417
706590.285255446,0.0718599192352383,1594.20842293257,604.936715504502,281.50984329069
140332.6525886,0.0528878273327096,1002.1271185318,177.432834208023,102.636729809363
289432.271428816,0.0227196916307769,2033.03992247658,167.769405295339,116.959161250702
704179.855649172,0.0549523622419964,2135.23199042788,418.202958243387,241.378631772096
175832.016769336,0.00439613866837485,2827.03542502154,68.471738955315,55.9214789103556
919977.151720811,0.0682421885000136,1741.00455489736,721.431813204159,335.403045881029
725847.902103501,0.00264099038841592,2252.82079850873,326.454835631818,317.935435075893
582969.200399166,0.0254374991178289,3452.20989040504,214.9797283415,122.757094682761
739968.11690074,0.0224991842925099,3449.90077233032,256.36817952035,172.611182921376
1374739.72101341,0.0755687061576625,2983.61373464705,630.433640329494,291.09296685114
258538.24932574,0.0233306187182722,2451.34680399376,135.181158434247,75.7545189693145
181013.819951763,0.0518722995479875,1230.70080002846,188.522997716939,105.640815205871
1208665.29333499,0.0373255036290378,3006.99560589671,479.09300294979,324.809264792003
115208.633387049,0.010499735958597,919.692566449918,131.976882628603,118.560389476928
603053.343117113,0.0559394411608963,1992.30614654568,385.701481498733,219.680722599472
226488.804187265,0.0271963978480134,2587.77085688546,123.626986443018,51.4184999721575
548399.600134511,0.041189746192866,1121.37818542726,651.709771296171,326.371677515968
697329.382736115,0.0389103507570623,2643.55840332706,325.805047116939,201.763688915895
622372.920318676,0.0593625799734492,2537.83049130769,335.409784707255,155.066567003674
555093.1556857,0.0746945352724975,2040.1044927557,376.837245377886,167.343856773309
516480.361443984,0.0489811140246202,1309.38971220458,500.030357279701,288.856796223899
95702.4870684629,0.0363265167217686,1169.81832618213,105.227182947468,58.392218333074
107963.517141979,0.0785560861230805,803.011266793943,184.812163139782,84.0844802984319
264267.17607736,0.0287251842746277,761.451633505652,436.527633757993,257.586514663224
587983.418618189,0.00376014055543146,2856.71200919647,211.757096134665,199.893372463727
469134.975095578,0.0419396580356063,1379.69875899554,410.446789120795,269.607421317319
962052.265439725,0.029625848773726,2916.03653305887,384.54894482148,275.286591896265
687618.063941131,0.00887223717883806,2966.79963415942,246.5547786362,216.987184915345
265024.622014083,0.0136418662764658,681.28370847634,467.35374013629,310.661699589397
243381.569284929,0.0237849787893849,2606.99327453198,125.228174700922,61.4862074668809
451096.242582679,0.0565477459519201,1422.87039610515,402.490968549008,231.574149141927
211426.054631813,0.00430946400936296,1855.16111729892,118.266260503499,109.666561783813
497707.515870755,0.0685600164391428,2235.61497796545,315.446876759832,129.806461383127
767793.519726858,0.031450144938228,3243.31181427522,293.339784031503,180.122876171235
837644.910452926,0.0779875814873896,2372.30916967138,488.896951229143,217.288331163
347007.787174861,0.0171349650971831,2599.82019237601,156.944154584353,110.003373704306
895847.14939766,0.0464690398823307,2454.03717893478,448.801126399306,281.299588526716
1413899.03353883,0.0730596372852858,3037.99879842099,631.532324492667,299.27715066164
713537.292225849,0.0728405030720742,1750.16121725746,549.301757979597,266.094315467826
1321402.85228411,0.0807720104183113,2770.01787109947,659.654211370637,294.421115052886
75887.0591359762,0.0218672100685965,677.912875549955,123.711341107853,100.173060186084
375221.161397996,0.0570111487700495,1416.46149144112,336.086418984035,193.714304389312
740935.121498758,0.0793117325639115,2379.1180379379,439.886082638182,182.979289893701
354840.647419754,0.0400787605701567,883.191101895799,540.617037275497,262.925133061312
681466.957861389,0.0369943461493589,3188.91563446512,278.245823934131,149.151470930768
1048272.93851091,0.0144309281360566,2841.56021030554,396.625552276394,341.189493633328
679432.583872518,0.0324792842012861,2728.74685262894,300.894072835871,197.087323436148
107128.489976227,0.00452498666708306,504.165388673022,220.57594714159,204.397652328189
1141828.1589773,0.0482952195013683,2528.71977807593,554.901209033894,348.186724138444
541855.547079783,0.0456182604136738,1237.92716291926,562.836898339638,312.58705762557
471108.857692474,0.0203451819868182,875.905058721745,729.110091076871,346.597493898123
520470.144929055,0.0731483384842967,2216.34309949615,335.25188572167,134.413794693401
627759.602617038,0.0176960342733027,2785.43013482341,253.295574947536,197.449604239545
382293.6347539,0.0306092946437729,950.700236905068,500.672935380642,303.562973928538
996271.688323145,0.0566893731649862,2850.19896562357,455.769384724909,243.319837002585
1099099.45585076,0.0906010081339986,2391.82096349793,653.582682909345,265.465584184504
76760.4605140997,0.042496871937584,587.183954745258,157.350804202278,104.10205020142
1066549.68988379,0.0510922310019398,2422.92759025642,546.551257159901,333.82972836589
147269.034294982,0.0377136721701621,669.110422468963,269.420899245024,170.772615456396
179071.651590257,0.0664913978541216,1125.28685141794,212.319808807736,105.94864223586
203569.044780483,0.0651334095025854,1335.86168212652,207.794756019127,96.9808768239791
958818.763990714,0.0568493180911502,2730.1731272117,455.72201806902,246.664767907405
734873.081654458,0.0277839334362321,3366.06133632863,269.136216842722,167.500557254798
302890.661722693,0.0239392306609545,2453.38172575137,154.371331512463,92.5455331103302
735305.664033024,0.00464004327570149,2619.68486860215,288.194030547637,273.175524123555
609877.355201537,0.0311266255708501,1700.45395416542,411.812881643236,305.498344229813
272116.894009881,0.0366393474999272,1235.21563444517,258.61640333894,181.981798985643
625145.4121805,0.00919068713145838,3305.3537954041,205.319746605846,172.942582255728
517928.29339487,0.0195635019721549,2187.31925147526,263.341498912822,210.232071150668
340725.780481198,0.000364528573771755,1263.34971873721,270.170755381188,269.229816650081
591385.7683793,0.0227805724973983,2522.62511198848,268.240287708443,200.625074464327
282458.790157091,0.00487034827167465,571.869768253787,672.413370125885,315.429687287633
631247.344229509,0.0058036490514056,2904.07319866578,226.74489350586,207.987498583653
197118.221809367,0.0409960473116931,1914.53998060731,144.707144519827,61.2099152501534
468310.870725195,0.0587078364929078,1569.77307658388,380.78918854331,215.871408725091
588463.692102999,0.0244361078161195,3314.62502324172,220.441368378355,134.629680670492
931131.963724808,0.0239783957012371,3391.65870450968,320.637198163228,228.43453625789
1333672.76481015,0.0507927853689874,3465.4569283594,495.486693823789,274.208496381062
159252.331677308,0.0103278027992538,1921.51758102229,93.1734613237357,72.5833688506544
748655.511468363,0.0524738384329412,1688.56706008365,560.544398359202,326.190311994884
710552.123913974,0.0777843718142922,1495.92431701058,676.022053409155,273.962001043448
219140.017101206,0.00161589523500526,1859.79772737219,119.453579349742,116.206475371199
491672.953992461,0.0187870013835412,1587.51852580226,337.285104017855,282.138160657424
175620.305863786,6.77735545821095e-05,1919.95590070663,91.5390200251991,91.4030004651156
429562.562747567,0.021311056993604,2515.34621125625,200.095771812296,141.457657950384
1186545.84682754,0.0747088415267553,2282.68591747481,703.901485875735,335.703514307683
1101406.46809682,0.0677186077087138,2425.64482245165,598.633803572784,309.501186267654
771117.278217737,0.0533404199927369,1363.26018746842,787.73486571071,343.549221224599
153367.59749955,0.0176037494570503,1387.02701238706,124.356808469673,96.7889891678317
846306.769476234,0.0534656423809254,2955.1238929957,380.934021001002,191.838424500974
184302.564163712,0.00322732019291172,530.569267060962,373.248997622384,321.486169322502
754339.747806443,0.0717223087928106,1981.77003353627,508.66878217166,252.610009051557
761766.366731248,0.0269748535391981,2783.86664635482,318.630542970123,228.641624487109
462052.481344223,0.0395087921309958,2650.76115672389,231.468588274184,117.150132180646
473084.385010785,0.013721275241866,2555.0119584694,204.549515268529,165.76920941892
844589.343076091,0.0481002338970674,3190.18865286254,352.584773937452,176.907011645977
910395.952571754,0.0749144297264685,2839.42756924927,455.719335331563,185.533825996625
371420.591421167,0.0825387344059116,1181.72988360506,442.073198480272,186.531690968896
168870.177210022,0.0352752640680328,1721.6813914671,130.551885242173,65.6170203950333
340663.677588583,0.00261724470110103,598.346370112183,808.273145483831,330.410715921438
1142478.61191903,0.0507452170018703,2956.41945072321,488.316001108827,284.563917293521
967023.585265844,0.0730038349792168,2562.48823288132,513.769541348387,240.984039844453
367014.531500379,0.0344039132734454,2730.63422047432,183.85858159951,84.9540837867952
936069.309980393,0.00128913978027312,3002.50032778089,314.125697224882,309.400835857783
1546440.48606175,0.0883271781697483,2623.6378267468,833.642006705539,345.210097267415
544052.303928375,0.0760991859213943,1537.5871945538,481.633092877162,226.037087852011
544943.294572043,0.0284019917618223,2036.29215538669,306.981303519436,228.249648611357
1024491.38093469,0.0756913790923362,2305.45547616979,601.900979115076,286.853014639551
404945.159931639,0.021445107190087,3365.37724066898,157.402789421952,83.2508615495165
421771.530190662,0.0658805315828207,1733.7768967831,324.074749705477,162.460202944117
280312.706849112,0.00950339724222782,705.428506285421,453.256836825201,341.47347064467
229990.363072996,0.0469793925223248,1591.64212891661,188.317455545015,100.680126128128
99027.3132751282,0.0376223886596309,1222.37073548222,106.133003134597,55.8920035194815
93562.9487056159,0.026872983274276,743.642165380075,141.997074365897,109.637254781633
333004.347284722,0.00618018826129474,2001.03851465544,173.464483414261,159.367038663726
1214857.96545763,0.0781356637349819,2142.6816075954,785.688600375383,348.271724062176
977948.263604635,0.0263334767117592,2781.57910166237,400.398556303332,302.761934814952
339743.116545307,0.0178417795169205,952.995692385519,401.029900028279,311.97041940626
534501.526835699,0.0420660512018711,1613.59850250704,397.236791073349,265.259518888821
768131.051297105,0.0444021637219734,3499.81268093493,303.795902251373,135.159619843546
248580.055245311,0.0133080644766548,1840.94357291818,148.610541414592,121.446682394037
879525.859479893,0.0460297885014276,2441.88954166563,442.266053651594,278.098929671903
899203.958717893,0.0175155445508051,2809.14119587414,351.294497051915,288.90398071672
172953.302641693,0.0250536546001455,2057.26452417861,110.764356347784,57.3747435190618
182807.449175991,0.019242815770564,910.695216640981,219.308615268406,182.159287133147
290153.36231004,0.0101156219782841,914.912840891319,337.780451735091,296.494966297887
153870.666527493,0.0248435486700924,1509.32316671818,122.446936073463,81.4466632834781
1143620.42678492,0.0452013518567114,3263.62529997341,441.840964496178,258.987299578274
90635.3620607783,0.0289837954921939,1182.09218565366,95.2943844739964,58.0529824416556
126256.227785544,0.0370511039329523,929.484249069745,160.834670558309,110.834758830957
334837.55683618,0.0312109812365577,1981.10845333802,204.555218764803,133.475297708945
1121361.25878369,0.0910181936029996,2200.58335013498,727.792817309396,291.356272149005
304811.331393894,0.00944082934910412,786.974901679191,427.783171784825,346.857368195572
297007.152678522,0.0364662708727118,2297.79707449274,173.997672056842,84.517020972863
524089.690081684,0.0601453230529349,1896.12487630987,359.021510616633,193.7793060697
1059073.98218794,0.0888242141572775,2161.46911841134,694.33522805225,285.622313942474
548921.916794451,0.0373368019488539,2450.59010391316,277.639412041559,170.352209174833
545402.341466254,0.0643063987424788,2249.71504562172,332.458444357349,152.405043156491
528194.985264427,0.0362872255279716,1440.83854242694,433.318042556539,299.859159067648
675147.187878789,0.0745659114635297,2423.0757195399,394.244581680118,163.020040662751
263984.253025202,0.0093993147610851,1344.3195463956,205.542514650838,187.197818156191
353616.359113417,0.0131278160718773,714.241967096127,665.090673736591,325.095776805107
761348.268335819,0.0189146677327263,2714.54808217608,311.764059167101,249.175180284864
1453433.91827093,0.0839760318956174,3032.81153530427,673.883277439865,284.589678331925
432596.81638929,0.0272790062667936,2789.64341477402,195.570904914301,114.573978907227
366539.087944438,0.0670103527825915,1238.09386602747,391.628108102117,200.474151673242
1248623.91201742,0.0845242247245951,2610.87499942366,667.849067602444,288.630206428717
97929.2022635353,0.00464410399232394,1113.80221218025,90.8349837531667,85.0116812877311
240581.412332279,0.0126203711236469,3222.40778982745,95.2271570550454,54.0906376025711
340883.567530837,0.037450487244941,1568.21012577944,258.605481965028,176.136727547754
486326.631490528,0.00460870588952243,3189.09517809616,160.181648364074,144.811839965025
540262.506805761,0.0319996557154436,2834.67586332854,240.200059829526,140.981093045832
1491261.83237042,0.0742967990353413,3387.34761712184,610.856728239459,269.632669915382
548822.282112567,0.031706794566226,1317.44951773544,492.963777218091,340.194950648667
1308776.46161092,0.0242761863902639,3288.18181420719,450.076729076811,345.971990587114
298142.592711631,0.0261450789986208,2513.04452576702,153.036513244266,84.2394996991457
517492.491029416,0.000128690965512157,1749.23393356572,296.021845622303,295.657152937411
160973.920656341,0.00337962644601119,2266.13826739613,74.9391950204542,67.1297360525869
302709.804266493,0.0200520494483855,3278.59906548108,125.780887021099,58.8771319807309
1084997.53365885,0.0438855292018723,3062.35699631488,440.208095390514,268.394810779143
702141.886101709,0.0791553494813218,1694.13758565416,572.090092238832,256.817656514751
610746.527455371,0.0387296844300286,2374.54993052706,314.361426783198,200.048920713524
835692.361803799,0.0666738371888556,2407.25204067103,462.634137659794,231.678171715875
171746.422654608,0.0190344993341963,1170.46774562596,161.516144180613,131.9501615701
208971.532549734,0.0492592387030126,1823.50359800697,163.419920443403,65.7779081522018
597925.79467186,0.0560518891550778,1634.32419062551,463.719877942596,267.990266350154
536220.992332712,0.0490204515843772,1420.3502090935,471.521496920085,283.533121158844
445985.34533148,0.0834083085611457,1418.47766774748,437.56511236867,191.257399923252
273025.028148966,0.00413511955795673,2101.00941104453,134.626636627221,125.272273595394
1136531.89825735,0.0115116847297779,3199.3343155409,378.328227819548,332.152007232221
327814.155867607,0.0240046024771498,3294.88955161375,139.85898358581,59.124412204833
509907.654899213,0.0617967370988105,2280.15716331184,308.409836259174,138.846750351366
628243.859260714,0.0438913348330451,2365.17861013208,331.132220303489,200.112106504989
509221.529462088,0.0479465278703339,1655.98676493911,377.151423640634,237.855338784562
840813.89755524,0.0464579877617436,2476.71370359532,419.743694303605,259.231753148939
907454.272589069,0.0373625158268058,2361.44229954586,453.465656614504,315.093687616424
256927.160521681,0.0133439168935078,607.285330243223,578.75354274188,267.396191910132
722200.174018371,0.0587195485363838,1725.98293671434,537.926111578276,298.930567194208
603202.43409501,0.0309975863423456,2789.52223243652,264.818784995947,167.658452203299
307464.278771391,0.0701999669033398,1314.65878903969,311.429170429173,156.318478367184
680732.779166092,0.0605412231603628,2801.62493424635,341.433758404165,144.52192456038
1152048.23363909,0.0551873017154686,3332.31167013436,458.3866575325,233.054208557101
243942.796183717,0.0357044467046645,1035.02279407486,276.318591802278,195.058072712172
284975.696972231,0.0156187899757044,2506.08576610007,134.107042383118,93.3198883525408
815317.881006544,0.0362674543639427,2628.23018011662,371.666957200975,248.76415052671
383854.380878816,0.0313114713941378,1983.01549331985,230.702503940881,156.439585641274
397506.128367572,0.0215033545848776,970.649335320292,481.740600275888,337.311376381375
323542.228903379,0.0910813231169465,1306.33490251516,352.910375993253,142.433089576632
294969.907145535,0.028195279201796,2738.00440421167,147.648981238503,67.8144465717698
710625.092569873,0.022997359107187,3022.76271296727,274.135839395673,196.046679080807
2007863.68694769,0.0891028149295922,3349.39257922358,850.528333921848,348.413647022725
884224.283737473,0.00201696321725857,3440.89839003017,260.834721288678,253.114941566504
521147.693092157,0.0237008155302398,3481.01250464484,192.57686304008,106.846188383476
276421.641522811,0.00330171502504936,3184.68781518521,92.1330166447332,81.4611675040417
405966.436742615,0.0173353548320769,3402.98006886702,149.554311139522,89.0403491446778
737017.644026775,0.0671665528930679,1830.78171839589,530.528471782849,274.611361787853
1013254.51984746,0.0259341567392275,3110.89596592005,375.148508854619,276.274445141714
930717.146933625,0.0327381651846064,2372.74239730805,453.947442814389,330.560094109596
242580.615413613,0.0135953728465034,3043.20141128299,100.700694587443,58.7239261519007
237472.600526715,0.00441572595811218,738.832337564674,334.001828501182,308.830349931796
120000.570801655,0.013658162635569,1822.68512827953,78.6183590886817,53.0561347005184
1541084.39811718,0.0803953952076224,3422.71217793199,638.080860119587,262.423954777412
99282.4188103375,0.0618470142656007,868.007972816501,151.013078382705,77.7461540657876
1051788.72989343,0.0354675125182254,3461.04343409966,375.032144652856,232.754928765966
1522123.40934391,0.0820437633534684,2863.36887678905,735.995671638853,327.173954658685
79274.1283830814,0.032268628937726,969.386922103681,99.7078422093295,63.8473421561608
156312.749988247,0.00140490751371124,2020.21419707775,78.835006803974,75.9136829283863
710267.515817307,0.0321905336046667,2190.69744715408,375.849118015429,272.590507219
238860.788906325,0.0398430057191546,1715.67697528381,178.081543081319,100.363400048854
48012.2395532338,0.0268027562511174,726.839264821864,77.4448462814236,54.6675529159445
597509.122141304,0.00691005415617829,2453.37188042524,253.727992954411,233.364181622677
149622.719533592,0.00413326799930092,645.629148782175,238.178732135016,225.315581329052
1124670.02189114,0.086831041783609,2323.9840638888,679.87457188715,288.006438457812
668901.126420685,0.0296933510216066,1664.86518237487,460.520799120485,343.029102099171
531654.636225952,0.022011331984668,2368.68547380342,255.308052498156,193.594633912353
296965.614494989,0.0470908273977896,2089.19652844107,196.236907157287,88.0500045355834
250435.752521273,0.00636949036522283,553.532852786278,601.399825469775,303.463368325041
433271.538653021,0.0532098602861544,1020.31489248958,591.701926883861,257.5879185203
355579.560393785,0.0779995141267112,1084.28477524243,462.800536752842,193.078008280276
92026.2532777645,0.0504331989804827,910.089901629863,129.972522433174,72.2629998222786
168906.162213674,0.00100526296343994,2634.70334831357,65.448258676552,62.7681967523202
683551.404808701,0.0157562564324879,2072.72738692648,354.974864237796,304.592244413475
990514.063271581,0.0574428936073229,2083.81274053208,606.076000207402,344.598735583554
381699.957358365,0.0237040044531807,3258.65378235717,156.843010742765,77.4254834587013
526541.63591375,0.0141431046052602,1409.85287089086,400.713447107786,346.232063002127
184902.271564369,0.0303174994216219,1842.85458110383,130.015694879833,70.653716000777
1222325.90937897,0.0787129736806575,2283.22981168969,735.781080105893,334.917894759365
148303.78593311,0.0283198702388102,520.88246453597,386.69925009686,182.733572201071
395520.379704552,0.0570897515042563,2064.9338499787,261.193768186609,121.889089124905
595494.076496958,0.015906215413376,3414.0087770527,203.019356395211,145.833921604294
968483.833578692,0.0652333541983248,1592.10670843616,867.747997145361,348.858689387578
471874.010229756,0.0642327155042425,1397.39957491989,442.687359397151,232.672814884864
1232097.83015459,0.0821619970785444,2723.42709300111,629.882419796573,274.931836712028
101004.957657088,0.0678895800832341,1008.93706316976,141.535125841415,58.6854059324143
258280.041073095,0.0069301103466653,2041.4998782326,134.134206435781,118.895483966843
270667.293670116,0.018668987336078,2064.31927786025,151.965738744554,110.268205948995
134646.071168136,0.00573007572643708,1564.52238247184,90.8162443455135,81.307942149543
625630.502911059,0.017681057759077,3095.34114946111,231.851160419771,172.388936359209
359184.428464738,0.0213007665719457,2690.30790841776,163.620466486468,103.400588866252
251963.354218597,0.00338239060785473,2541.47921419755,103.569291727431,94.7115777843449
80934.8844511226,0.0205441406249237,526.648146560416,170.953980690651,136.404489968423
1274998.40503513,0.0640569097006372,3201.62197259994,534.084230454963,262.386068628941
740200.707341785,0.0701114967409537,1590.58594601048,635.831165282545,294.895915763734
1042577.41707199,0.0645245737855605,2350.59916813621,578.131155913208,308.942600603646
621973.26989184,0.0542991516418899,1769.07156177642,441.538222382459,261.625271204291
655361.565081143,0.00225898722949748,3459.45918566006,193.582269369034,185.298665430085
628137.274691646,0.0701546261215396,1396.67332929716,624.942135267526,274.53415817289
386564.736498931,0.0411061506933393,888.196182814786,612.902976951214,257.546016139179
1285824.03801071,0.0599434795736374,3484.47158568127,498.047790401587,239.983217395717
392113.428527197,0.0631775951698663,1520.53307403637,335.533269672129,180.224572393485
854315.780156557,0.0144156117421382,3110.60368844066,300.620816450541,248.671774779441
671318.224825118,0.0703999906172237,1704.33603635994,526.085815543511,261.69102013133
726557.518407629,0.0451174750425743,1942.38003171061,453.722175942916,294.388396186233
920134.426341284,0.000291359855857001,2788.73451501142,330.470818346793,329.423066415857
1196500.81515052,0.0822918658066785,2212.54583890161,754.031887756732,327.528362081535
583097.190365017,0.0307949399728337,1850.19181547411,361.534955111394,268.775032737731
1023656.16784351,0.0899644356462337,2093.84442164571,696.284681354849,281.492040985336
88718.8882425393,0.0767932095287724,533.149385834878,235.226136240729,97.584481569929
649074.063112475,0.0468061101487823,1257.15918042982,693.983499698289,338.620920197937
170298.63555201,0.0591734247758285,1074.68824140984,204.879787186801,112.046794848937
497691.771963577,0.0593083602999682,2276.50642126551,299.27472228702,137.966980450554
473502.129878036,0.0599587395749476,2053.09212980483,308.459698778482,152.797858059017
383877.310124038,0.0332694087347231,2228.99962788872,213.867737626932,130.571359913557
539101.583389673,0.0604137129199565,1788.90078315113,388.279906871738,214.438352818495
315866.485773252,0.0470846397471793,1994.59750955918,211.55958861138,105.162441030641
357873.762832859,0.0267275701740645,1362.0205541138,295.998655691751,229.505547239622
689635.650144464,0.0488024230844636,2663.29059407426,336.739644020685,181.142746792305
725241.540821523,0.0252864019619962,2173.40839073313,374.970197575564,292.406945085495
303995.044214146,0.0105674873075507,745.362872739619,467.186160553469,348.510610327528
328208.201239386,0.0310773607664587,845.586159964332,496.563210698302,279.722440082051
1316146.43862462,0.0840462172578789,2205.50157524695,845.101977237546,348.410150249601
164004.970402314,0.0714820568889471,795.03324188382,278.994836599037,133.579032673917
256176.137904045,0.0314521532883032,1787.64960581003,175.132461855754,111.474194248942
552772.439990353,0.00239375696858796,2675.98844097218,210.155239736378,202.979908029457
263592.333084744,0.054789573830695,1104.85462172728,300.604108922184,176.54886288266
327291.095709269,0.0457498796359406,1687.2242781739,243.194682444462,144.769265138723
405914.024099428,0.00320231605238662,2115.18209127966,195.857847985649,187.95215662143
291420.905327499,0.0742984008343075,973.302629971939,418.504664913519,180.324304316535
251061.752662036,0.0303544004751167,685.398442729695,499.521642753787,233.079241666515
115235.999054379,0.0109508994436492,1869.59313666009,72.1012817966218,51.1725972038555
64203.3424945262,0.0577977504588591,652.022902488606,126.419517751024,70.5163329667291
470250.009844702,0.0671368289650834,2166.27562483128,305.306804715331,128.84848416332
336293.516451755,0.0233897527282279,2249.54394461645,178.17721814302,120.810954332174
358667.31900131,0.00482329838255349,1315.48989678068,278.914792794681,266.383684797669
243781.117917903,0.0616727655194722,961.409404601817,331.881148484368,175.251643749692
248965.244768714,0.0482496887464117,1992.07096075266,177.190552650922,72.7656483818446
961344.60229917,0.0729893548446823,2638.27870442123,499.372148197342,229.3943772559
307421.785077786,0.024873200623147,1244.06790323028,276.23980862039,217.98045745922
342840.92462761,0.0639120735847176,1037.92937713088,447.669990872497,212.954772587454
90628.8243857233,0.0199670412640108,615.00970914729,161.850208734346,132.873022583026
260870.770527517,0.00348263504345692,533.708269161286,668.63533000762,308.942817460363
353891.529073812,0.0251904012132708,1615.40393105134,247.27127469225,190.874903203319
226182.70478844,0.0739625901662491,1011.36149593258,301.709753554262,145.573845234273
1330406.56739842,0.0867010434062798,2536.25248120221,736.576290244843,312.535797182503
631548.989080491,0.0541512554460316,2864.9985318144,307.878407679784,132.993712893716
592661.448072281,0.0842846240832584,1868.03904862548,444.274060808308,190.25383999587
613321.4924782,0.0462309367760174,2144.55905769923,354.055188306091,217.923923461709
384118.162024169,0.0712460322294156,1241.59111458045,416.54514983528,202.206317557377
806339.779640247,0.0658424635547529,2428.40393777719,443.45537816154,220.634946431098
726381.804936656,0.0262623888609092,2178.59614393497,376.295634055932,290.539113594606
788779.842374144,0.0592477473652137,1818.55145726463,558.07439175687,309.407074575224
461949.742160498,0.0268455640320228,1813.08206514673,289.24822821755,220.325774019479
487463.100450051,0.0725374520284844,1533.01701107467,426.190644104441,209.761986464652
121652.970422772,0.0212767242361787,1097.59681637669,124.953745442269,96.7177619958893
559149.285057831,0.0709231793876537,1267.44659732116,625.835202850224,256.488811809856
194340.26807095,0.0193977482724516,568.644235054212,448.728311000981,234.793146144971
249896.606793222,0.0186728586758814,1687.28651127029,166.331030243505,129.880200183609
927439.177932672,0.0474649235494788,2977.49633646547,398.23425581354,224.731533648096
764898.419845346,0.056554480603862,2436.04077756679,406.873438605285,221.111467796286
262119.317169411,0.0213093781750448,2610.84518161985,129.086753974113,71.7059387636334
828538.256948578,0.057663599661107,2375.14090744286,448.549600622937,249.125433605332
86875.8469315401,0.0273219453448911,976.281441088077,104.594064742433,73.3788911599466
677266.489911475,0.0553622743884857,1338.50426383686,689.770183179191,322.204912021584
695138.752447233,0.0233310641561205,2886.42347092086,279.285378310352,202.375583395633
379568.19112189,0.0112194099900331,2723.22630403549,155.464748953343,123.298856230271
521191.177456081,0.0492751483401725,2120.40189345732,312.674463529587,178.922133383726
376092.25303195,0.0201505149532241,2747.62611999486,165.975401418617,107.782552980691
154887.236240051,0.0171757693836241,952.096353222343,176.036702150365,149.323721121586
754011.529716191,0.0410806278417356,3475.81463080755,294.28672448293,139.575037322826
500585.522161645,0.031908227824404,1916.98189395682,303.632205517776,218.632009642225
